outfall_id,receiving_waters,events2018,volume2018,events2016,volume2016,events2015,volume2015,events2014,volume2014,events2013,volume2013,events2006,volume2006,location,discharge_activation_type,treatment_plant,facility,spdes_id,latitude,longitude,of_size
NR-014,Harlem River,8,1,8,1,9,1,0,0,0,0,0,3,W 205TH STREET (REG # N-5),Model,NR,NYCDEP - North River WPCF,NY0026247-014,40.86194,-73.917,"48"""" DIA"
WIM-038,Harlem River,46,32,38,29,23,24,28,38,29,28,0,39,E 135TH STREET (REG # 38),Monitoring,WI,NYCDEP - Wards Island WPCP,NY0026131-038,40.81128,-73.9342,"6' X 8' 6"""" FT"
WIM-042,Harlem River,46,3,37,2,19,2,26,3,2,27,0,3,W 143RD STREET (REG # 42),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-042,40.81783,-73.9338,"3' 6"""" X 2' EGG"
NR-010,Harlem River,17,10,22,8,12,7,0,0,0,0,0,14,"W 211TH STREET (REG # N-10, N-11, N-12)",Model,NR,NYCDEP - North River WPCF,NY0026247-010,40.86555,-73.9133,"54"""" DIA"
NR-008,Harlem River,52,26,38,18,36,17,0,0,0,0,0,27,W 216TH STREET (REG # N-14),Model,NR,NYCDEP - North River WPCF,NY0026247-008,40.8688,-73.9113,5' X 4' Egg
WIM-039,Harlem River,46,3,34,3,16,2,27,4,3,22,0,3,W 140TH STREET (REG # 39),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-039,40.81571,-73.9338,"4' X 2' 8"""" EGG"
WIM-040,Harlem River,46,2,35,2,18,2,26,3,2,25,0,3,W 141ST STREET (REG # 40),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-040,40.81621,-73.9338,"5' X 2' 4"""" FT"
NR-009,Harlem River,27,2,25,2,16,2,0,0,0,0,0,3,W 215TH STREET (REG # N-13),Model,NR,NYCDEP - North River WPCF,NY0026247-009,40.86809,-73.9117,"3' 6"""" X 2' 4"""" Egg"
WIM-041,Harlem River,47,11,39,10,24,8,28,12,9,29,0,13,W 142ND STREET (REG # 41),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-041,40.817,-73.9338,6' X 4' FT
WIM-051,Harlem River,48,23,37,19,31,16,39,28,22,33,0,21,W 167TH STREET (REG # 51),Monitoring,WI,NYCDEP - Wards Island WPCP,NY0026131-051,40.83717,-73.9339,"48"""" DIA"
WIM-045,Harlem River,57,56,41,46,33,39,35,62,49,36,0,63,W 149TH STREET (REG # 45),Monitoring,WI,NYCDEP - Wards Island WPCP,NY0026131-045,40.82267,-73.9341,"6' X 5' 6"""""
WIM-044,Harlem River,47,5,35,4,20,4,27,6,4,27,0,6,W. 145TH STREET (REG # 44),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-044,40.81951,-73.9338,"6' X 2' 8"""" FT"
WIM-046,Harlem River,59,182,41,147,42,125,41,192,163,40,0,158,W 151ST STREET (REG # 46),Monitoring,WI,NYCDEP - Wards Island WPCP,NY0026131-046,40.82484,-73.9343,"8' 6"""" X 8'"
WIM-036,Harlem River,56,3,36,3,15,2,26,3,2,23,0,3,E 129TH STREET (REG # 36),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-036,40.80553,-73.9317,"42"""" DIA"
WIM-052,Harlem River,60,50,45,36,41,33,45,52,44,42,0,48,W 176TH STREET (REG # 52),Monitoring,WI,NYCDEP - Wards Island WPCP,NY0026131-052,40.84327,-73.9306,5' X 5'
NR-018,Harlem River,3,0,2,0,2,0,0,0,0,0,0,0,HIGHBRIDGE PARK (REG # N-1),Model,NR,NYCDEP - North River WPCF,NY0026247-018,40.85712,-73.9216,"48"""" DIA"
NR-045,Harlem River,14,15,17,10,10,8,18,19,15,12,0,17,ACADEMY STREET (REG # N-2),Model,NR,NYCDEP - North River WPCF,NY0026247-045,40.86007,-73.9212,DBL 6' X 7'
NR-011,Harlem River,7,2,7,1,8,1,0,0,0,0,0,3,W 209TH STREET (REG # N-9),Model,NR,NYCDEP - North River WPCF,NY0026247-011,40.86451,-73.915,"24"""" DIA"
NR-016,Harlem River,7,1,7,1,9,1,0,0,0,0,0,3,W 203RD STREET (REG # N-4),Model,NR,NYCDEP - North River WPCF,NY0026247-016,40.86072,-73.9179,"3' 6"""" X 2' 4"""" Egg"
NR-017,Harlem River,30,30,22,25,17,28,0,0,0,0,0,67,W 201ST STREET (REG # N-3),Monitoring,NR,NYCDEP - North River WPCF,NY0026247-017,40.85948,-73.9188,6' X 4' FT
NR-013,Harlem River,5,0,7,0,7,0,0,0,0,0,0,1,W 206TH STREET (REG # N-6),Model,NR,NYCDEP - North River WPCF,NY0026247-013,40.86243,-73.9162,"3' 6"""" X 2' 4"""" Egg"
NR-012,Harlem River,6,1,7,1,8,0,0,0,0,0,0,2,W 207TH STREET (SOUTH SIDE) (REG # N-7),Model,NR,NYCDEP - North River WPCF,NY0026247-012,40.86294,-73.9157,"36"""" DIA"
NR-055,Harlem River,6,1,7,1,9,1,10,1,1,10,0,1,W 207TH STREET (NORTH SIDE) (REG # N-8),Model,NR,NYCDEP - North River WPCF,NY0026247-055,40.86313,-73.9155,"36"""" DIA"
WIM-050,Harlem River,55,23,42,15,41,13,45,20,19,40,0,69,W 156TH STREET (REG # 50),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-050,40.82889,-73.9346,"15"""" DIA"
WIM-037,Harlem River,46,10,37,8,20,7,27,10,8,26,0,9,E 130TH STREET (REG # 37),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-037,40.80692,-73.933,"4' X 2' 8"""""
WIM-048,Harlem River,59,14,44,11,41,10,43,14,13,42,0,13,W 155TH STREET (REG # 48),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-048,40.82821,-73.9346,"4' X 2' 4"""" FT"
WIM-047,Harlem River,59,25,44,19,41,17,40,25,23,42,0,23,W 154TH STREET (REG # 47),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-047,40.8275,-73.9345,6' X 4' FT
ROC-017,Hempstead Bay,0,0,0,0,0,0,0,0,0,0,0,0,BEACH 3RD STREET,Model,RK,NYCDEP - Rockaway WWTP,NY0026221-017,40.59737,-73.7386,"DBL 13' 6"""" X 5'"
26W-004,Hendrix Creek,6,217,5,170,1,54,5,334,100,1,5,98,HEAD OF HENDRIX CREEK (REG #1),Monitoring,26W,NYCDEP - 26th Ward,NY0026212-005,40.65443,-73.8797,"4BL 11' X 7'6"""""
26W-002,Hendrix Creek,0,0,0,0,0,0,0,0,0,0,0,0,26TH WARD PLANT OUTFALL,Model,26W,NYCDEP - 26th Ward,NY0026212-002,40.65066,-73.8768,"4BL 11' X 7' 6"""""
26W-001,Hendrix Creek,0,0,0,0,0,0,0,0,0,0,0,0,26TH WARD W.P.C.P.OUTFALL,Model,26W,NYCDEP - 26th Ward,NY0026212-001,40.65072,-73.8769,10' X 6'
WIB-053,Hudson River,82,62,65,44,58,46,78,72,65,64,0,30,W 255TH STREET (REG # R-3),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-053,40.90502,-73.9139,7' X 4'
WIB-054,Hudson River,59,40,49,29,45,31,56,54,47,47,0,28,W 248TH STREET (REG # R-2),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-054,40.89743,-73.9167,8' X 6'
WIB-079,Hudson River,0,0,0,0,0,0,0,0,0,0,0,0,750' n/o W 261st Street (Reg # R-4),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-079,40.91488,-73.9106,"18"""" DIA"
WIB-055,Hudson River,66,23,55,15,48,17,67,27,24,51,0,9,W 236TH STREET (REG # R-1),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-055,40.88847,-73.9201,"6' X 4' 6"""""
NR-042,Hudson River,12,4,18,1,8,2,14,3,3,12,0,4,W 115TH STREET (REG # N-24),Model,NR,NYCDEP - North River WPCF,NY0026247-042,40.80914,-73.9685,"4' 6"""" X 4' 0"""""
NR-044,Hudson River,12,2,16,1,7,1,14,1,1,11,0,2,W 138TH STREET (REG # N-22),Model,NR,NYCDEP - North River WPCF,NY0026247-044,40.82369,-73.9595,"42"""" DIA"
NR-005,Hudson River,1,0,0,0,1,0,0,0,0,0,0,0,W 190th Street (Reg # N-17),Model,NR,NYCDEP - North River WPCF,NY0026247-005,40.85766,-73.9394,"18"""" DIA"
NR-006,Hudson River,30,46,22,33,17,33,0,0,0,0,0,76,DYCKMAN STREET (REG # N-16),Model,NR,NYCDEP - North River WPCF,NY0026247-006,40.86926,-73.9323,"DBL 7' 0"""" X 5' 0"""""
NR-043,Hudson River,27,70,19,57,15,60,18,110,85,17,0,132,SAINT CLAIRS PLACE (REG # N-23),Monitoring,NR,NYCDEP - North River WPCF,NY0026247-043,40.81809,-73.962,"DBL 8' 8"""" X 7'"
NR-004,Hudson River,12,10,12,2,7,5,0,0,0,0,0,7,W 171ST STREET (REG # N-18),Monitoring,NR,NYCDEP - North River WPCF,NY0026247-004,40.8459,-73.9464,"6' X 10' 6"""" FT"
NR-037,Hudson River,4,5,3,1,3,1,5,3,2,5,0,1,n/o W 72nd Street (Reg # N-29),Model,NR,NYCDEP - North River WPCF,NY0026247-037,40.78163,-73.988,"60"""" DIA"
NR-003,Hudson River,11,8,12,3,7,3,0,0,0,0,0,9,W 158TH STREET (REG # N-19),Model,NR,NYCDEP - North River WPCF,NY0026247-003,40.83672,-73.9493,"48"""" DIA"
NR-038,Hudson River,10,13,10,2,6,6,11,8,8,9,0,6,W 80TH STREET (REG # N-28),Monitoring,NR,NYCDEP - North River WPCF,NY0026247-038,40.78662,-73.9846,"10' 6"""" X 6' 0"""" FT"
NR-036,Hudson River,17,12,19,9,15,9,0,0,0,0,0,20,W 59TH STREET (REG # N-30),Model,NR,NYCDEP - North River WPCF,NY0026247-036,40.77396,-73.9961,"48"""" DIA"
NR-039,Hudson River,1,0,0,0,0,0,0,0,0,0,0,0,W 91ST STREET (REG # N-27),Model,NR,NYCDEP - North River WPCF,NY0026247-039,40.79371,-73.9796,"48"""" DIA"
NR-040,Hudson River,12,26,13,13,11,13,13,32,26,12,0,33,"W 96TH STREET (REG # N-26, 26A)",Monitoring,NR,NYCDEP - North River WPCF,NY0026247-040,40.79703,-73.9773,10' X 6' FT
NR-041,Hudson River,10,3,10,1,6,1,11,2,2,10,0,3,W 108TH STREET (REG # N-25),Model,NR,NYCDEP - North River WPCF,NY0026247-041,40.80471,-73.9718,"4' 0"""" X 4' 0"""""
NR-032,Hudson River,4,1,5,1,5,0,0,0,0,0,0,2,W 46TH STREET (REG # N-36),Model,NR,NYCDEP - North River WPCF,NY0026247-032,40.76582,-74.0021,"48"""" DIA"
NR-035,Hudson River,21,7,22,6,15,6,0,0,0,0,0,10,W 56TH STREET (REG # N-31),Model,NR,NYCDEP - North River WPCF,NY0026247-035,40.77113,-73.9954,"6' X 4' 6"""" FT"
NR-034,Hudson River,17,6,21,4,15,4,0,0,0,0,0,8,W 50TH STREET (REG # N-32),Model,NR,NYCDEP - North River WPCF,NY0026247-034,40.76858,-74.0013,4' X 4' FT
NCM-073,Hudson River,22,24,27,20,25,22,23,34,31,25,0,29,DUANE STREET (REG # M-4),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-073,40.71856,-74.0167,"54"""" DIA"
NR-022,Hudson River,13,7,13,6,13,7,0,0,0,0,0,16,s/o W 17th Street ( Reg # N-51),Model,NR,NYCDEP - North River WPCF,NY0026247-022,40.74453,-74.0088,"54"""" DIA"
NR-024,Hudson River,12,10,16,8,14,8,0,0,0,0,0,18,"W 21ST STREET (REG # N-48, N-49)",Model,NR,NYCDEP - North River WPCF,NY0026247-024,40.74788,-74.0114,"48"""" DIA"
NR-023,Hudson River,12,24,10,18,12,20,0,0,0,0,0,41,W 18TH STREET (REG # 50),Monitoring,NR,NYCDEP - North River WPCF,NY0026247-023,40.74585,-74.0115,"5' 0"""" X 4' 6"""""
NR-025,Hudson River,12,9,14,8,13,8,0,0,0,0,0,19,W 24TH STREET (REG # N-47),Model,NR,NYCDEP - North River WPCF,NY0026247-025,40.75077,-74.0109,"42"""" DIA"
NR-026,Hudson River,31,18,22,13,18,13,0,0,0,0,0,26,W 26TH STREET (REG# N-46),Model,NR,NYCDEP - North River WPCF,NY0026247-026,40.75237,-74.0093,DBL 4' X 3'
NR-027,Hudson River,12,79,84,82,13,70,0,0,0,0,0,72,W 30TH STREET (REG # N-45),Monitoring,NR,NYCDEP - North River WPCF,NY0026247-027,40.75473,-74.0073,11' X 6'
NCM-076,Hudson River,53,240,39,130,57,148,40,208,196,44,0,292,CLARKSON STREET (REG # 1),Monitoring,NC,NYCDEP - Newtown Creek WPCP,NY0026204-076,40.73013,-74.0141,"12' X 6' 3"""" FT"
NR-019,Hudson River,20,4,22,3,15,3,0,0,0,0,0,5,BANK STREET (REG # N-56),Model,NR,NYCDEP - North River WPCF,NY0026247-019,40.73626,-74.0106,"48"""" DIA"
NCM-081,Hudson River,20,1,25,11,23,8,20,17,19,27,0,2,s/o Charles Street (Reg # TG-1),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-081,40.73345,-74.0107,5' X 4'
NR-020,Hudson River,31,14,22,11,16,11,0,0,0,0,0,18,JANE STREET (REG # N-55),Model,NR,NYCDEP - North River WPCF,NY0026247-020,40.73828,-74.0111,"48"""" DIA"
NR-021,Hudson River,14,4,19,3,14,4,0,0,0,0,0,6,GANSEVOORT STREET (REG # N-54),Model,NR,NYCDEP - North River WPCF,NY0026247-021,40.73922,-74.0114,"48"""" DIA"
NR-050,Hudson River,3,0,4,0,0,0,3,0,0,5,0,0,BLOOMFIELD STREET (REG # N-53),Model,NR,NYCDEP - North River WPCF,NY0026247-050,40.74071,-74.0111,"3' 6"""" X 2' 4"""" Egg"
NR-049,Hudson River,24,11,29,7,15,6,52,14,11,46,0,14,W 14TH STREET (REG # N-52),Model,NR,NYCDEP - North River WPCF,NY0026247-049,40.74252,-74.0092,6' X 4' FT
NCM-070,Hudson River,22,4,9,0,14,1,11,1,1,17,0,1,Battery Place (s/o Pier - A) (Reg # M-9),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-070,40.7043,-74.0175,"84"""" DIA"
NCM-072,Hudson River,14,7,19,5,19,6,18,9,9,19,0,9,VESEY STREET (REG # M-5),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-072,40.71511,-74.0174,"96"""" DIA"
NCM-071,Hudson River,20,5,20,4,18,5,18,9,8,18,0,10,"RECTOR STREET (REG # M-6, M-7)",Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-071,40.70969,-74.0185,"96"""" DIA"
NR-048,Hudson River,16,4,18,4,14,4,15,6,4,25,0,4,W 42ND STREET (REG # N-40 & N-41),Model,NR,NYCDEP - North River WPCF,NY0026247-048,40.76222,-74.0018,"DBL 8' 0"""" X 2' 0"""""
NR-030,Hudson River,5,1,6,1,8,1,0,0,0,0,0,3,W 43RD STREET (REG # N-39 & N-40),Model,NR,NYCDEP - North River WPCF,NY0026247-030,40.76371,-74.0037,"54"""" DIA"
NR-031,Hudson River,10,2,10,2,10,2,0,0,0,0,0,4,W 44TH STREET (REG # N-38),Model,NR,NYCDEP - North River WPCF,NY0026247-031,40.76381,-74.0009,"54"""" DIA"
NR-028,Hudson River,6,2,7,3,8,3,0,0,0,0,0,13,W 36TH STREET (REG # N-43),Model,NR,NYCDEP - North River WPCF,NY0026247-028,40.75951,-74.0068,"48"""" DIA"
NR-029,Hudson River,12,4,13,3,11,3,0,0,0,0,0,7,W 40TH STREET (REG # N-42),Model,NR,NYCDEP - North River WPCF,NY0026247-029,40.76099,-74.0027,"30"""" DIA"
NR-052,Hudson River,4,1,7,1,0,0,8,1,1,7,0,2,n/o W 33rd Street (Reg # N-44),Model,NR,NYCDEP - North River WPCF,NY0026247-052,40.75672,-74.0059,"4' 9"""" X 4' 6"""" FT"
NCM-074,Hudson River,14,9,11,4,15,5,16,8,8,19,0,13,VESTRY STREET (REG # M-3),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-074,40.72298,-74.0123,"5' X 3' 8"""""
NCM-075,Hudson River,28,69,20,38,18,46,19,68,64,23,0,81,n/o Watts Street (Reg # M-2),Monitoring,NC,NYCDEP - Newtown Creek WPCP,NY0026204-075,40.72481,-74.0119,"66"""" DIA"
NCM-080,Hudson River,17,1,23,6,24,4,18,10,9,27,0,2,N/O VANDAM STREET (REG # TG-2),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-080,40.72719,-74.0115,"48"""" DIA"
NR-002,Hudson River,56,42,44,26,41,25,0,0,0,0,0,54,"W 152ND STREET (REG # N-20, 21, 21A, 21B)",Model,NR,NYCDEP - North River WPCF,NY0026247-002,40.83255,-73.9512,"60"""" DIA"
NR-046,Hudson River,16,13,19,4,9,6,14,9,9,12,0,8,W 66TH STREET (REG # N-29A),Monitoring,NR,NYCDEP - North River WPCF,NY0026247-046,40.77754,-73.9909,"10' 8"""" X 6' 10"""""
NR-033,Hudson River,12,39,13,14,10,16,0,0,0,0,0,24,"n/o W 48th Street (REG # N-34, N-33)",Monitoring,NR,NYCDEP - North River WPCF,NY0026247-033,40.76602,-73.998,"4' X 2' 8"""" FT"
NR-047,Hudson River,3,0,1,0,2,0,14,0,0,8,0,0,W 47TH STREET,Model,NR,NYCDEP - North River WPCF,NY0026247-047,40.76507,-73.9985,"4' X 2' 8"""" FT"
NR-051,Hudson River,0,0,0,0,0,0,0,0,0,0,0,0,W 49TH STREET (CSO),Model,NR,NYCDEP - North River WPCF,NY0026247-051,40.76627,-73.9975,"DBL 12' 0"""" X 6' 0"""""
NR-056,Hudson River,0,0,0,0,0,0,0,0,0,0,0,0,W 142ND STREET (REG # N-22A),,NR,NYCDEP - North River WPCF,NY0026247-056,40.82579,-73.9551,5' X 4'
NR-001,Hudson River,0,0,0,0,0,0,0,0,0,0,0,0,NORTH RIVER W.P.C.P. OUTFALL,Monitoring,NR,NYCDEP - North River WPCF,NY0026247-001,40.82541,-73.9584,"96"""" DIA"
PR-028,Kill Van Kull,37,11,29,13,16,8,40,19,17,34,0,10,HOUSEMAN AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-028,40.63747,-74.1485,"DBL 5' 11-1/2"""" X 2'9"""""
PR-005,Kill Van Kull,0,0,2,0,0,0,1,0,0,0,0,0,30' N/O KISSEL AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-005,40.64553,-74.1068,"20"""" DIA"
PR-035,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,BODINE STREET,Monitoring,PR,NYCDEP - Port Richmond WPCF,NY0026107-035,40.64027,-74.126,"18"""" DIA"
PR-033,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,ELIZABETH AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-033,40.64388,-74.1131,"12"""" DIA"
PR-024,Kill Van Kull,0,0,2,0,0,0,0,0,0,0,0,0,W/O HOLLAND AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-024,40.64466,-74.1717,"16"""" DIA"
PR-004,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,BARD AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-004,40.64558,-74.1088,"18"""" DIA"
PR-034,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,BEMENT AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-034,40.64347,-74.114,"12"""" DIA"
PR-026,Kill Van Kull,3,0,6,1,3,0,6,2,1,6,0,1,HARBOR ROAD,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-026,40.63839,-74.1602,"52"""" DIA"
PR-027,Kill Van Kull,8,0,7,1,3,0,7,2,1,8,0,1,UNION AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-027,40.63796,-74.1579,"12"""" DIA"
PR-029,Kill Van Kull,50,155,43,152,40,113,108,249,211,94,0,217,NICHOLAS STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-029,40.64074,-74.1393,"DBL 8' 6"""" X 6'"
PR-037,Kill Van Kull,19,1,13,3,6,1,15,4,3,16,0,4,PORT RICHMOND AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-037,40.64103,-74.1311,5' X 3'
PR-025,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,SOUTH AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-025,40.64122,-74.1658,"10"""" DIA"
PR-009,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,JERSEY STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-009,40.64732,-74.0894,"6' X 4'6"""""
PR-006,Kill Van Kull,25,4,19,6,15,4,23,9,7,27,0,6,CLINTON AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-006,40.64536,-74.0984,"36"""" DIA"
PR-036,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,RECTOR STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-036,40.63738,-74.1278,9' X 4'
PR-002,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,E/O TAYLOR STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-002,40.64014,-74.1242,"20"""" DIA"
PR-008,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,FRANKLIN AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-008,40.64606,-74.0931,"15"""" DIA"
PR-003,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,BROADWAY,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-003,40.64156,-74.1185,"15"""" DIA"
PR-007,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,SAILOR SNUG HARBOR (BRENTWOOD AVENUE),Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-007,40.64549,-74.1021,"15"""" DIA"
PR-001,Kill Van Kull,0,0,0,0,0,0,0,0,0,0,0,0,PORT RICHMOND WPCP OUTFALL,Monitoring,PR,NYCDEP - Port Richmond WPCF,NY0026107-001,40.64135,-74.1249,"96"""" DIA"
TI-023,Little Neck Bay,47,148,38,90,34,85,39,139,115,39,0,198,CRYDERS LANE (REG # 13),Monitoring,TI,NYCDEP - Tallmans Island WPCP,NY0026239-023,40.78914,-73.7935,"13' 6"""" X 8'"
TI-006,Little Neck Bay,0,0,0,0,0,0,0,0,0,0,0,0,24TH AVENUE,Model,TI,NYCDEP - Tallmans Island WPCP,NY0026239-006,40.78233,-73.7709,"10' X 7' 6"""""
TI-009,Little Neck Bay,0,0,0,0,0,0,0,0,0,0,0,0,DOUG. BAY PUMP STATION,Model,TI,NYCDEP - Tallmans Island WPCP,NY0026239-009,40.76746,-73.7516,2' X 8'
HP-026,Long Island Sound,48,85,24,46,24,40,30,90,46,30,0,79,ELLESWORTH AVENUE (REG #14),Monitoring,HP,NYCDEP - Hunt's Point WPCP,NY0026191-026,40.82418,-73.814,9' X 8'
HP-022,Long Island Sound,53,45,31,23,28,29,33,43,32,49,0,31,E 177TH STREET (REG #1),Monitoring,HP,NYCDEP - Hunt's Point WPCP,NY0026191-022,40.81565,-73.7977,8' X 8'
OB-001A,Lower Bay,0,0,0,0,0,0,0,0,0,0,0,0,OAKWOOD BEACH PLANT BYPASS,Model,OB,NYCDEP - Oakwood Beach WPCP,NY0026174-001A,40.54929,-74.1147,"60"""" DIA"
OB-001,Lower Bay,0,0,0,0,0,0,0,0,0,0,0,0,OAKWOOD BEACH W.P.C.P OUTFALL,Model,OB,NYCDEP - Oakwood Beach WPCP,NY0026174-001,40.54751,-74.1125,"96"""" DIA"
BB-041,Luyster Creek,70,106,45,74,51,60,55,84,64,47,0,126,19TH AVENUE (REG # 1),Model,BB,NYCDEP - Bowery Bay WPCP,NY0026158-041,40.78026,-73.9023,"66"""" DIA"
NCQ-077,Maspeth Creek,67,698,55,407,52,438,43,403,351,39,49,262,49TH STREET (REG # Q-1),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-077,40.72362,-73.9204,DBL 11' X 7'
ROC-031,Mott Basin,0,0,0,0,0,0,0,0,0,0,0,0,REDFERN AVENUE,Model,RK,NYCDEP - Rockaway WWTP,NY0026221-031,40.61037,-73.7558,"8' x 6' 6"""" FT"
NCB-083,Newtown Creek,61,596,85,355,17,375,71,908,812,59,71,586,METROPOLITAN AVENUE / SCOTT AVENUE,Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-083,40.71412,-73.9243,11' X 10'
NCB-022,Newtown Creek,41,8,42,5,40,6,30,10,8,41,42,8,MCGUINESS BOULEVARD (REG # B-17),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-022,40.73893,-73.9529,"6' 3"""" X 4' 6"""""
NCB-023,Newtown Creek,8,1,8,0,8,0,7,1,1,9,5,0,FRANKLIN STREET (REG # B-16),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-023,40.73719,-73.9596,"24"""" DIA"
NCB-021,Newtown Creek,2,1,3,0,1,0,3,1,1,3,0,0,MCGUINESS BOULEVARD,Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-021,40.73888,-73.9527,"36"""" DIA"
BB-043,Newtown Creek,43,10,33,8,35,8,35,14,9,32,40,14,11TH STREET (REG # L-7),Model,BB,NYCDEP - Bowery Bay WPCP,NY0026158-043,40.73952,-73.9523,"54"""" DIA"
BB-012,Newtown Creek,5,0,1,0,2,0,5,0,0,2,5,0,35TH STREET (REG # L-2),Model,BB,NYCDEP - Bowery Bay WPCP,NY0026158-012,40.73431,-73.9404,"24"""" DIA"
BB-013,Newtown Creek,44,19,32,15,35,18,34,25,20,33,44,39,11TH STREET (REG # L-8),Model,BB,NYCDEP - Bowery Bay WPCP,NY0026158-013,40.73961,-73.9527,"72"""" DIA"
BB-014,Newtown Creek,42,2,24,2,28,2,29,3,2,28,35,3,VERNON BOULEVARD (REG # L-9),Model,BB,NYCDEP - Bowery Bay WPCP,NY0026158-014,40.73979,-73.955,"22"""" DIA"
BB-011,Newtown Creek,20,2,16,1,17,1,20,4,2,18,24,3,GREENPOINT AVENUE BRIDGE (REG # L-1),Model,BB,NYCDEP - Bowery Bay WPCP,NY0026158-011,40.73373,-73.9401,"24"""" DIA"
NCQ-029,Newtown Creek,56,28,46,17,45,18,47,34,30,43,48,18,43RD STREET (REG # Q-2),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-029,40.72653,-73.9273,"66"""" DIA"
BB-015,Newtown Creek,43,1,27,1,33,2,33,2,2,30,39,3,5TH STREET (REG # L-10),Model,BB,NYCDEP - Bowery Bay WPCP,NY0026158-015,40.73944,-73.9577,"15"""" DIA"
26W-005,Old Mill Creek,6,217,5,170,1,54,5,334,100,1,5,98,SPRING CREEK AUXILIARY W.P.C.P,Monitoring,26W,NYCDEP - 26th Ward,NY0026212-005,40.65778,-73.8623,"72BL 7'6"""" X 2'5"""""
CI-006,Paerdegat Basin,0,0,1,3,29,14,3,18,0,0,0,566,RALPH AVENUE (REG # 6),Monitoring,CI,NYCDEP - Coney Island WPCP,NY0026182-006,40.63104,-73.9172,"DBL 84"""" DIA"
CI-004,Paerdegat Basin,0,0,1,2,8,19,2,25,0,2,61,1210,"FLATLANDS AVENUE (REG # 5, TG # 5)",Monitoring,CI,NYCDEP - Coney Island WPCP,NY0026182-004,40.63156,-73.9174,DBL 10' X 9'
CI-005,Paerdegat Basin,0,0,4,5,2,23,15,32,0,0,61,973,FLATLANDS AVENUE (REG # 1-4),Monitoring,CI,NYCDEP - Coney Island WPCP,NY0026182-005,40.63187,-73.917,"5BL 12' 0"""" X 9' 0"""""
